Customer,State,Customer_Lifetime_Value,Response,Coverage,Education,Effective_To_Date,Employment_Status,Gender,Income,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number of Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
WD38315,California,4520.339327,false,Basic,College,2024-01-23,Unemployed,M,0,Suburban,Single,61,7,1,0,4,Personal Auto,Personal L3,Offer1,Agent,304.156333,Four-Door Car,Medsize
AX45422,California,13786.70272,false,Basic,High School or Below,2024-01-19,Unemployed,F,0,Suburban,Married,61,21,24,0,2,Personal Auto,Personal L2,Offer1,Call Center,370.755025,Four-Door Car,Medsize
FA39525,Oregon,4901.892602,false,Basic,High School or Below,2024-01-25,Employed,M,72859,Rural,Divorced,61,6,5,0,9,Personal Auto,Personal L3,Offer3,Agent,49.961074,Two-Door Car,Medsize
BL54814,Arizona,4871.15057,false,Basic,College,2024-01-21,Employed,M,72648,Rural,Married,61,0,78,0,5,Personal Auto,Personal L2,Offer3,Agent,120.850664,Four-Door Car,Large
HX63408,Arizona,4822.436037,false,Basic,Bachelor,2024-01-23,Employed,M,73769,Rural,Divorced,61,24,84,0,6,Corporate Auto,Corporate L1,Offer1,Branch,121.654567,Four-Door Car,Medsize
RR66500,California,2436.005997,false,Basic,Master,2024-01-30,Employed,M,87462,Rural,Married,61,0,79,1,1,Corporate Auto,Corporate L2,Offer4,Call Center,51.294615,Four-Door Car,Medsize
NP19156,Arizona,4624.557568,false,Basic,Master,2024-01-01,Employed,F,28264,Urban,Divorced,61,22,12,4,6,Corporate Auto,Corporate L2,Offer1,Agent,167.889924,Four-Door Car,Medsize
YX51934,California,4898.957331,false,Basic,High School or Below,2024-02-22,Employed,F,55071,Urban,Married,61,10,14,0,5,Personal Auto,Personal L2,Offer3,Call Center,231.516063,Four-Door Car,Medsize
WI47826,Oregon,4935.642812,false,Basic,College,2024-02-17,Employed,F,95765,Suburban,Married,61,14,80,0,3,Personal Auto,Personal L3,Offer1,Branch,352.089317,Four-Door Car,Medsize
ES90681,California,2417.759961,false,Basic,College,2024-02-26,Employed,F,51808,Suburban,Married,61,3,12,1,1,Personal Auto,Personal L2,Offer1,Agent,351.149904,Four-Door Car,Small
AE74442,California,7379.456823,false,Basic,Bachelor,2024-01-21,Employed,F,61584,Urban,Married,61,18,93,0,2,Corporate Auto,Corporate L2,Offer1,Agent,205.294927,Four-Door Car,Medsize
ZK60855,Oregon,4829.571981,false,Basic,College,2024-01-25,Employed,F,34819,Urban,Married,61,0,31,0,6,Corporate Auto,Corporate L2,Offer1,Agent,185.898327,Four-Door Car,Medsize
GJ77362,California,4825.651946,false,Basic,Bachelor,2024-02-23,Employed,M,61613,Rural,Married,61,6,20,1,9,Special Auto,Special L3,Offer1,Call Center,40.562432,Four-Door Car,Medsize
UO86707,Washington,7173.909404,false,Basic,Bachelor,2024-02-15,Employed,M,75217,Rural,Single,61,12,47,1,2,Personal Auto,Personal L3,Offer3,Branch,147.080303,Four-Door Car,Medsize
ZM28138,Arizona,7227.120364,false,Basic,Bachelor,2024-01-01,Employed,F,40153,Suburban,Single,61,1,99,0,2,Personal Auto,Personal L3,Offer1,Agent,340.07498,Four-Door Car,Medsize
FY56083,Oregon,4719.762191,false,Basic,Bachelor,2024-02-13,Employed,M,37057,Rural,Married,61,5,48,1,6,Personal Auto,Personal L2,Offer1,Agent,47.53101,Four-Door Car,Small
DJ93289,California,4887.344366,false,Basic,High School or Below,2024-02-26,Employed,F,66707,Rural,Married,61,19,24,0,8,Personal Auto,Personal L3,Offer4,Agent,71.980757,Two-Door Car,Large
WG91434,Oregon,9638.066778,false,Basic,High School or Below,2024-01-08,Employed,M,35230,Rural,Married,61,27,2,1,2,Personal Auto,Personal L1,Offer1,Call Center,16.214764,Four-Door Car,Medsize
YV49293,Arizona,17646.72772,false,Basic,College,2024-02-09,Employed,F,36900,Rural,Single,61,21,28,3,2,Corporate Auto,Corporate L3,Offer1,Branch,109.291516,Two-Door Car,Large
YU32377,Oregon,6553.943457,false,Basic,College,2024-01-05,Unemployed,F,0,Suburban,Single,61,4,68,0,2,Corporate Auto,Corporate L2,Offer3,Call Center,365.820487,Two-Door Car,Medsize
IO25161,Arizona,2280.386988,false,Basic,College,2024-02-19,Unemployed,F,0,Urban,Married,61,16,29,0,1,Personal Auto,Personal L2,Offer2,Agent,283.881697,Four-Door Car,Medsize
LK73198,Washington,4869.240839,false,Basic,High School or Below,2024-01-29,Employed,F,55593,Rural,Married,61,13,52,0,3,Personal Auto,Personal L1,Offer2,Call Center,9.050204,Four-Door Car,Medsize
TR67616,Oregon,4731.366975,false,Basic,High School or Below,2024-01-14,Employed,M,30686,Rural,Single,61,22,45,0,3,Corporate Auto,Corporate L3,Offer2,Web,19.938981,Four-Door Car,Medsize
OV64984,Arizona,4881.394894,false,Basic,Bachelor,2024-02-09,Employed,M,90892,Rural,Married,61,1,31,0,6,Personal Auto,Personal L2,Offer2,Branch,102.322529,Two-Door Car,Medsize
BE69929,Arizona,4820.704584,false,Basic,College,2024-02-01,Employed,F,27872,Urban,Married,61,19,78,0,3,Personal Auto,Personal L3,Offer2,Branch,186.857059,Two-Door Car,Medsize
JB76199,Oregon,2415.415525,false,Basic,College,2024-02-14,Employed,F,40903,Suburban,Married,61,12,5,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,409.88696,Four-Door Car,Small
WC83553,Oregon,4874.216555,false,Basic,College,2024-02-09,Employed,M,92783,Rural,Married,61,1,47,0,6,Personal Auto,Personal L1,Offer2,Agent,6.671268,Two-Door Car,Medsize
SX89429,Arizona,2231.786517,false,Basic,High School or Below,2024-01-12,Unemployed,F,0,Suburban,Married,61,26,79,1,1,Personal Auto,Personal L3,Offer1,Agent,311.404068,Four-Door Car,Small
PB11270,Oregon,7107.655397,false,Basic,Bachelor,2024-02-24,Unemployed,F,0,Suburban,Married,61,2,15,0,2,Personal Auto,Personal L2,Offer1,Agent,541.561209,Four-Door Car,Medsize
XH97711,California,2430.506586,false,Basic,Bachelor,2024-01-14,Employed,M,83140,Urban,Married,61,25,70,0,1,Corporate Auto,Corporate L3,Offer4,Agent,179.161843,Four-Door Car,Medsize
PU81096,Arizona,6817.430723,false,Basic,Bachelor,2024-01-26,Employed,M,43947,Urban,Married,61,33,43,4,2,Personal Auto,Personal L3,Offer3,Agent,291.388894,Four-Door Car,Large
ZF95586,Arizona,2476.046413,false,Basic,Master,2024-01-12,Employed,F,54831,Rural,Married,61,7,45,0,1,Personal Auto,Personal L3,Offer3,Agent,136.2171,Four-Door Car,Medsize
VZ13840,Arizona,6950.532764,false,Basic,High School or Below,2024-01-18,Unemployed,M,0,Suburban,Married,61,27,90,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,301.402778,Four-Door Car,Medsize
XR75319,Arizona,4786.889347,false,Basic,College,2024-01-02,Employed,M,45515,Urban,Married,61,14,33,0,9,Personal Auto,Personal L3,Offer2,Call Center,236.907007,Two-Door Car,Large
WH36754,Oregon,19088.34203,false,Basic,College,2024-01-21,Employed,F,32775,Urban,Divorced,61,10,73,0,2,Personal Auto,Personal L1,Offer1,Branch,251.886847,Four-Door Car,Small
PV62467,California,4849.697945,false,Basic,College,2024-01-27,Employed,F,36413,Rural,Married,61,21,76,0,3,Personal Auto,Personal L3,Offer1,Branch,153.013115,Four-Door Car,Medsize
ZW19492,Oregon,2404.917967,false,Basic,Bachelor,2024-02-14,Employed,M,63455,Urban,Divorced,61,26,71,0,1,Personal Auto,Personal L3,Offer1,Branch,287.654819,Two-Door Car,Medsize
SK74843,Arizona,2442.422113,false,Basic,Master,2024-02-10,Employed,F,57963,Rural,Divorced,61,11,63,0,1,Personal Auto,Personal L3,Offer2,Web,42.160829,Four-Door Car,Medsize
WQ75856,Oregon,19643.54421,false,Basic,Bachelor,2024-01-12,Employed,F,84488,Urban,Married,61,33,71,0,2,Personal Auto,Personal L1,Offer1,Agent,208.885686,Four-Door Car,Medsize
DH41343,Washington,2443.665166,false,Basic,College,2024-02-23,Employed,M,92834,Suburban,Married,61,15,56,0,1,Special Auto,Special L2,Offer2,Call Center,292.8,Four-Door Car,Large
BE10809,California,4250.282624,true,Basic,High School or Below,2024-01-18,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L1,Offer1,Agent,292.8,Four-Door Car,Small
OE75747,Nevada,2189.642522,false,Basic,College,2024-01-28,Unemployed,F,0,Suburban,Married,61,5,46,3,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small
AO87348,Washington,2050.623512,false,Basic,College,2024-02-16,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small
NI17718,California,2150.178588,false,Basic,High School or Below,2024-02-09,Unemployed,F,0,Suburban,Single,61,28,31,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
QP80741,Washington,6048.574243,false,Basic,College,2024-01-01,Unemployed,F,0,Suburban,Married,61,17,71,3,2,Corporate Auto,Corporate L1,Offer3,Agent,292.8,Four-Door Car,Medsize
WL65572,California,2064.458781,false,Basic,College,2024-01-08,Unemployed,M,0,Suburban,Single,61,6,30,0,1,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Medsize
RI53167,Arizona,2308.648034,false,Basic,Bachelor,2024-01-20,Medical Leave,M,20811,Suburban,Married,61,33,61,0,1,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Medsize
OF77789,Arizona,4254.620669,true,Basic,High School or Below,2024-02-03,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L3,Offer1,Web,292.8,Two-Door Car,Small
TW17878,Oregon,2457.576007,false,Basic,High School or Below,2024-01-27,Employed,F,52926,Suburban,Married,61,2,92,0,1,Personal Auto,Personal L3,Offer1,Call Center,292.8,Four-Door Car,Medsize
LA14484,Nevada,2227.072755,true,Basic,High School or Below,2024-01-05,Retired,M,27972,Suburban,Married,61,7,38,0,1,Special Auto,Special L1,Offer3,Web,292.8,Four-Door Car,Medsize
MW62634,California,2227.072755,true,Basic,High School or Below,2024-01-05,Retired,M,27972,Suburban,Married,61,7,38,0,1,Corporate Auto,Corporate L3,Offer3,Web,292.8,Four-Door Car,Medsize
QR15857,California,4330.799785,false,Basic,College,2024-01-12,Unemployed,F,0,Suburban,Single,61,30,35,0,3,Personal Auto,Personal L3,Offer3,Agent,292.8,Two-Door Car,Medsize
KC71643,Oregon,2463.236825,false,Basic,High School or Below,2024-01-17,Employed,M,99144,Suburban,Married,61,29,51,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,292.8,Four-Door Car,Medsize
KD23847,Arizona,4886.544296,false,Basic,High School or Below,2024-01-27,Employed,F,76374,Suburban,Divorced,61,21,28,0,7,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,Small
AS97690,Arizona,2411.256575,false,Basic,College,2024-02-23,Employed,M,54483,Suburban,Married,61,6,57,0,1,Personal Auto,Personal L1,Offer3,Call Center,292.8,Two-Door Car,Medsize
OB77084,Oregon,2202.3352,false,Basic,Bachelor,2024-01-22,Unemployed,F,0,Suburban,Married,61,2,34,1,1,Personal Auto,Personal L3,Offer1,Call Center,292.8,Two-Door Car,Medsize
FS29897,Oregon,2144.921535,false,Basic,High School or Below,2024-01-06,Unemployed,F,0,Suburban,Single,61,34,35,1,1,Personal Auto,Personal L1,Offer2,Agent,292.8,Four-Door Car,Medsize
SZ70655,California,4293.009593,false,Basic,College,2024-01-31,Unemployed,F,0,Suburban,Single,61,18,15,0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large
VP89545,Arizona,4522.883533,false,Basic,College,2024-02-01,Unemployed,M,0,Suburban,Married,61,8,78,0,9,Personal Auto,Personal L3,Offer1,Web,292.8,Four-Door Car,Medsize
WO59883,Washington,19014.47625,false,Basic,High School or Below,2024-01-19,Employed,F,29822,Suburban,Single,61,17,44,0,2,Personal Auto,Personal L2,Offer2,Agent,292.8,Two-Door Car,Medsize
WO78310,Oregon,4160.162571,false,Basic,College,2024-02-08,Unemployed,F,0,Suburban,Single,61,3,58,0,5,Personal Auto,Personal L2,Offer1,Branch,292.8,Four-Door Car,Large
SC78905,Oregon,2237.347771,false,Basic,College,2024-02-04,Unemployed,F,0,Suburban,Married,61,19,44,0,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Four-Door Car,Small
GD11927,California,2381.790787,false,Basic,High School or Below,2024-02-25,Employed,M,78185,Suburban,Single,61,23,54,0,1,Personal Auto,Personal L3,Offer4,Agent,292.8,Four-Door Car,Small
KV99550,California,6514.954043,false,Basic,High School or Below,2024-02-14,Unemployed,M,0,Suburban,Married,61,12,75,1,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small
YL72747,California,2265.318569,false,Basic,High School or Below,2024-01-25,Unemployed,M,0,Suburban,Divorced,61,5,21,0,1,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize
YC67208,California,2227.072755,true,Basic,High School or Below,2024-01-05,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize
WX33904,Arizona,6355.678846,false,Basic,Bachelor,2024-01-17,Unemployed,M,0,Suburban,Divorced,61,25,79,0,2,Special Auto,Special L2,Offer1,Branch,292.8,Two-Door Car,Medsize
JG87029,Oregon,2374.798861,false,Basic,High School or Below,2024-01-04,Employed,M,57338,Suburban,Single,61,8,48,0,1,Personal Auto,Personal L2,Offer2,Call Center,292.8,Two-Door Car,Small
VD51297,California,7320.98824,false,Basic,College,2024-01-09,Employed,M,99722,Suburban,Single,61,6,48,0,2,Personal Auto,Personal L3,Offer4,Call Center,292.8,Four-Door Car,Small
DK49336,Arizona,4809.21696,false,Basic,College,2024-02-18,Employed,M,48029,Suburban,Married,61,7,52,0,9,Corporate Auto,Corporate L3,Offer3,Agent,292.8,Four-Door Car,Medsize
WC21901,Arizona,2345.262087,false,Basic,College,2024-02-03,Employed,M,51397,Suburban,Single,61,20,61,0,1,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize
KB53430,Oregon,2227.072755,true,Basic,High School or Below,2024-01-05,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize
DS34823,Arizona,4250.282624,true,Basic,High School or Below,2024-01-18,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small
XS78545,Oregon,7347.410517,false,Basic,College,2024-01-18,Employed,F,29491,Suburban,Married,61,26,62,0,2,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,Medsize
LU87443,Oregon,4720.608872,false,Basic,College,2024-02-28,Employed,F,26277,Suburban,Single,61,17,30,0,4,Personal Auto,Personal L2,Offer3,Branch,292.8,Four-Door Car,Medsize
AW86033,California,2119.894333,false,Basic,College,2024-01-13,Disabled,M,18287,Suburban,Married,61,6,56,4,1,Personal Auto,Personal L2,Offer1,Agent,292.8,Two-Door Car,Medsize
KG57925,California,2410.498573,false,Basic,Bachelor,2024-01-16,Employed,M,41842,Suburban,Married,61,1,14,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,292.8,Two-Door Car,Medsize
QA68548,California,10634.83711,false,Basic,High School or Below,2024-02-08,Unemployed,F,0,Suburban,Single,61,35,71,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Two-Door Car,Medsize
YL91587,Arizona,2374.147419,false,Basic,High School or Below,2024-02-06,Employed,M,48911,Suburban,Single,61,15,6,0,1,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Large
HT31871,Arizona,4861.369008,false,Basic,High School or Below,2024-01-14,Employed,M,36305,Suburban,Married,61,19,61,0,9,Personal Auto,Personal L1,Offer4,Branch,292.8,Four-Door Car,Small
IZ37104,California,2267.604038,false,Basic,Doctor,2024-01-26,Unemployed,M,0,Suburban,Married,61,3,67,0,1,Personal Auto,Personal L2,Offer4,Call Center,292.8,Four-Door Car,Medsize
WY17333,California,4732.219556,false,Basic,High School or Below,2024-01-23,Employed,M,55385,Suburban,Single,61,7,22,0,3,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize
PY42157,Washington,2472.253893,false,Basic,High School or Below,2024-01-27,Employed,F,62006,Suburban,Married,61,31,96,0,1,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Large
DH95491,California,2229.361773,false,Basic,High School or Below,2024-02-26,Unemployed,M,0,Suburban,Married,61,27,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,Medsize
TA22923,Arizona,4944.240345,false,Basic,Master,2024-01-16,Employed,M,40463,Suburban,Married,61,17,21,0,6,Personal Auto,Personal L3,Offer3,Branch,292.8,Four-Door Car,Small
RK76184,Arizona,2159.251473,false,Basic,College,2024-02-07,Unemployed,M,0,Suburban,Married,61,9,39,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
DU66620,Nevada,4582.685265,false,Basic,College,2024-02-13,Medical Leave,M,19065,Suburban,Married,61,28,29,0,7,Personal Auto,Personal L2,Offer4,Call Center,292.8,Two-Door Car,Medsize
HN35280,Arizona,2446.664534,false,Basic,Bachelor,2024-02-13,Employed,M,82225,Suburban,Divorced,61,24,27,0,1,Personal Auto,Personal L3,Offer2,Web,292.8,Two-Door Car,Medsize
QJ22615,Arizona,4881.299084,false,Basic,Master,2024-02-21,Employed,F,37998,Suburban,Married,61,26,27,0,7,Special Auto,Special L3,Offer2,Call Center,292.8,Four-Door Car,Medsize
JL97265,Oregon,4611.2543,false,Basic,Master,2024-01-07,Unemployed,M,0,Suburban,Married,61,4,15,0,7,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medsize
YJ24476,Nevada,4558.428807,false,Basic,Bachelor,2024-01-07,Medical Leave,F,14665,Suburban,Married,61,6,82,0,3,Personal Auto,Personal L3,Offer3,Call Center,292.8,Four-Door Car,Small
BW79345,Nevada,4945.072236,false,Basic,High School or Below,2024-01-30,Employed,F,78796,Suburban,Divorced,61,15,3,0,3,Personal Auto,Personal L2,Offer2,Call Center,292.8,Two-Door Car,Medsize
IH62666,California,7356.383518,false,Basic,Bachelor,2024-01-27,Employed,F,33089,Suburban,Married,61,10,61,0,2,Personal Auto,Personal L1,Offer1,Web,292.8,Four-Door Car,Small
LE12782,Arizona,4466.977478,false,Basic,College,2024-01-10,Employed,M,28663,Suburban,Married,61,15,8,4,7,Personal Auto,Personal L2,Offer4,Agent,292.8,Four-Door Car,Medsize
UN53508,Oregon,4688.459288,false,Basic,Bachelor,2024-01-17,Disabled,F,27357,Suburban,Married,61,19,48,0,5,Corporate Auto,Corporate L2,Offer1,Web,292.8,Four-Door Car,Small
ZD29731,California,4656.665064,false,Basic,College,2024-01-31,Employed,M,29070,Suburban,Married,61,8,99,2,3,Personal Auto,Personal L2,Offer3,Call Center,292.8,Two-Door Car,Small
SS69401,Oregon,4841.057535,false,Basic,College,2024-02-05,Employed,F,23449,Suburban,Married,61,33,2,0,8,Corporate Auto,Corporate L3,Offer2,Web,292.8,Four-Door Car,Medsize
FZ45665,Oregon,6500.409697,false,Basic,Bachelor,2024-01-03,Unemployed,F,0,Suburban,Single,61,13,37,0,2,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Medsize
LO48126,Oregon,2467.129805,false,Basic,High School or Below,2024-01-17,Employed,F,23845,Suburban,Married,61,33,34,0,1,Personal Auto,Personal L3,Offer2,Call Center,292.8,Four-Door Car,Large
DQ69331,Washington,2227.072755,true,Basic,High School or Below,2024-01-05,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,Medsize
UH41125,Arizona,2227.072755,true,Basic,High School or Below,2024-01-05,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize
TU33850,Washington,4617.391775,false,Basic,Bachelor,2024-01-25,Medical Leave,F,16764,Suburban,Married,61,13,79,0,7,Personal Auto,Personal L3,Offer1,Branch,292.8,Four-Door Car,Medsize
LK57294,Oregon,4786.009693,false,Basic,High School or Below,2024-02-25,Employed,M,23402,Suburban,Married,61,29,38,0,7,Personal Auto,Personal L1,Offer4,Call Center,292.8,Four-Door Car,Medsize
JV13438,Oregon,4909.027487,false,Basic,High School or Below,2024-01-24,Employed,M,98693,Suburban,Married,61,7,57,0,3,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Small
GH30325,Oregon,2424.424678,false,Basic,College,2024-01-13,Employed,M,27093,Suburban,Married,61,10,19,0,1,Personal Auto,Personal L2,Offer3,Branch,292.8,Four-Door Car,Medsize
JS36743,California,2378.667328,false,Basic,Bachelor,2024-01-29,Employed,M,54753,Suburban,Single,61,5,99,0,1,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Medsize
ZI34278,Arizona,4492.23348,false,Basic,Bachelor,2024-01-28,Medical Leave,F,21137,Suburban,Single,61,29,62,1,6,Personal Auto,Personal L1,Offer2,Web,292.8,Four-Door Car,Medsize
QV11152,Arizona,9613.613215,false,Basic,High School or Below,2024-01-30,Employed,M,34398,Suburban,Married,61,10,18,1,2,Personal Auto,Personal L3,Offer3,Agent,292.8,Two-Door Car,Small
KW93227,Washington,21892.93859,false,Basic,College,2024-02-11,Employed,M,58149,Suburban,Married,61,5,90,0,2,Special Auto,Special L1,Offer1,Branch,292.8,Four-Door Car,Small
WF91295,Oregon,4254.620669,true,Basic,High School or Below,2024-02-03,Disabled,F,11904,Suburban,Single,61,34,11,2,3,Personal Auto,Personal L2,Offer1,Web,292.8,Two-Door Car,Small
YD76280,Oregon,2335.878238,false,Basic,High School or Below,2024-01-09,Employed,M,22087,Suburban,Married,61,29,3,2,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Two-Door Car,Small
US36532,Arizona,4938.21454,false,Basic,High School or Below,2024-02-27,Employed,F,76283,Suburban,Married,61,9,99,0,6,Corporate Auto,Corporate L3,Offer2,Agent,292.8,Four-Door Car,Medsize
GU92938,Nevada,6943.555989,false,Basic,Bachelor,2024-02-19,Disabled,F,25612,Suburban,Married,61,12,52,0,2,Personal Auto,Personal L1,Offer4,Call Center,292.8,Two-Door Car,Small
